"receptor_esc"	"Gene"	"Chr"	"Strand"	"Start"	"End"	"BR:MCF7"	"BR:MDA-MB-231"	"BR:HS 578T"	"BR:BT-549"	"BR:T-47D"	"CNS:SF-268"	"CNS:SF-295"	"CNS:SF-539"	"CNS:SNB-19"	"CNS:SNB-75"	"CNS:U251"	"CO:COLO 205"	"CO:HCC-2998"	"CO:HCT-116"	"CO:HCT-15"	"CO:HT29"	"CO:KM12"	"CO:SW-620"	"LE:CCRF-CEM"	"LE:HL-60(TB)"	"LE:K-562"	"LE:MOLT-4"	"LE:RPMI-8226"	"LE:SR"	"ME:LOX IMVI"	"ME:MALME-3M"	"ME:M14"	"ME:SK-MEL-2"	"ME:SK-MEL-28"	"ME:SK-MEL-5"	"ME:UACC-257"	"ME:UACC-62"	"ME:MDA-MB-435"	"ME:MDA-N"	"LC:A549/ATCC"	"LC:EKVX"	"LC:HOP-62"	"LC:HOP-92"	"LC:NCI-H226"	"LC:NCI-H23"	"LC:NCI-H322M"	"LC:NCI-H460"	"LC:NCI-H522"	"OV:IGROV1"	"OV:OVCAR-3"	"OV:OVCAR-4"	"OV:OVCAR-5"	"OV:OVCAR-8"	"OV:SK-OV-3"	"OV:NCI/ADR-RES"	"PR:PC-3"	"PR:DU-145"	"RE:786-0"	"RE:A498"	"RE:ACHN"	"RE:CAKI-1"	"RE:RXF 393"	"RE:SN12C"	"RE:TK-10"	"RE:UO-31"
"CD104"	"ITGB4"	"17"	"+"	73717539	73753899	1.40053792958373	4.57288966842058	1.43829285157915	1.0496307677246	2.9297909977186	0.704871964456353	1.18903382439002	3.19534759832222	3.34766565630097	6.78502736223547	3.6724253419715	9.63772978002146	6.48832219114082	6.50890397900067	4.16751850373522	7.4254257345907	5.51127826508303	6.07809742302666	0.604071323668861	0.432959407276106	0.27500704749987	0.22650852980868	0.344828496997441	0.286881147788162	1.97085365434048	1.38956681176273	0.641546029087524	1.32192809488736	0.713695814843359	1.7311832415722	0.831877241191673	1.24488705912353	1.48026512205446	NA	3.64270157183323	4.55704241526372	2.13422093976063	1.32768736417605	5.58646452588639	1.0496307677246	4.6046644151637	2.19534759832222	1.81966818349646	3.14730669878029	1.33913738491959	0.475084882948783	6.01947953370363	0.411426245726465	5.26978123827438	3.09254574154357	3.66448284036468	2.88166461932035	1.58014548442338	1.79493566280354	4.77135740899056	2.39506279951758	1.58496250072116	2.56559717585422	2.85399564717639	1.81557542886257
"CD105"	"ENG"	"9"	"-"	130577291	130617052	1.16992500144231	0.941106310946431	3.62527048937469	1.6507645591169	1.48026512205446	1.33913738491959	2.45154083301783	10.0487456912453	0.887525270741587	3.70818723602071	1.71808758396052	1.08406426478847	1.36737106564853	1.0496307677246	0.799087306074004	1.53106949272595	0.613531652917927	1.13750352374994	0.641546029087524	0.411426245726465	0.27500704749987	0.250961573533219	0.333423733725192	0.526068811667588	6.70997983224002	3.00539998774259	2.53605290024021	2.49825086752783	3.29572302453997	3.19219416528334	3.37155886261196	5.09339115325301	3.35049724708413	NA	0.650764559116902	2.59454854955035	6.09212284983868	4.79701297783614	1.87184364850932	0.903038270112912	0.622930350920177	3.33342373372519	0.855989697308481	0.641546029087524	1.31034012061215	0.613531652917927	0.678071905112638	0.815575428862573	0.659924558402378	1.92599941855622	0.6959938131099	0.333423733725192	1.62760683812965	1.97085365434048	2.5385381636298	5.59604063267114	4.52418907844937	4.46597446450407	3.31034012061215	5.13627342985058
"CD106"	"VCAM1"	"1"	"+"	101185298	101204601	0.464668267003444	0.545968369105292	0.925999418556223	1.18269229751619	0.613531652917927	1.11103131238874	1.35614381022528	3.39506279951758	2.52356195605701	1.88752527074159	0.7311832415722	0.622930350920177	0.75702324650746	0.855989697308481	0.575312330687437	0.823749360308273	0.584962500721156	0.773996325111173	0.565597175854225	0.22650852980868	0.27500704749987	0.238786859587116	0.298658315564515	0.344828496997441	1.71369581484336	0.659924558402378	0.632268215499513	0.910732661902913	0.604071323668861	1.18269229751619	0.704871964456353	0.910732661902913	0.815575428862573	NA	0.565597175854225	1.09085343045111	7.65126700272935	5.29535569289167	1.97819562968165	0.815575428862573	0.464668267003444	0.622930350920177	0.687060688339892	0.53605290024021	0.389566811762726	0.443606651475615	0.389566811762726	0.286881147788162	2.56071495447448	0.356143810225275	0.37851162325373	0.333423733725192	8.46315650044211	4.25171909260596	4.7371459197762	7.88031819361283	5.48992821940518	0.464668267003444	5.06004738366994	6.55489577541901
"CD107a (LAMP-1)"	"LAMP1"	"13"	"+"	113951554	113977987	3.92124588858559	4.87282875953489	4.43962313755712	7.61294219630467	4.89093302170554	6.81288323490954	3.75167794568758	7.87909307886454	5.50557340028202	6.59961534862161	3.74416109557041	5.34731131636529	5.85673675611911	4.32409051603798	3.59215800212536	4.72410451986685	3.70818723602071	4.06695024392463	5.00495075995105	1.95233356636969	1.34482849699744	1.87578006306849	2.41413553298445	2.54596836910529	8.26200085566098	3.0036022366802	2.72683121703249	5.18547014606694	2.56071495447448	5.96578428466209	4.69710657447698	4.11769504266975	3.43962313755712	NA	2.52105073690096	4.51285895444998	6.55566279922404	5.29535569289167	5.52888382727464	4.09929520433777	4.66789212523023	3.5933537709803	2.77399632511117	4.76659516172927	2.94860084749336	4.81147103052984	3.16992500144231	2.26002565596146	4.00450139223494	2.54843662469604	3.17951105027151	2.80322703643493	4.27351588970212	3.92219784839637	7.35931031689044	6.17072627613155	5.21761848535105	5.70514852825302	4.73984810269933	5.04439411935845
"CD108"	"SEMA7A"	"15"	"-"	74701630	74726299	1.09761079662642	2.29865831556452	1.58496250072116	1.13750352374994	1.36176835941915	2.22958792274065	1	6.64125699872677	0.713695814843359	3.01435529297707	0.855989697308481	1.08406426478847	1.08406426478847	2.03210084316702	1.6507645591169	0.941106310946431	0.584962500721156	1.25096157353322	1.39506279951758	0.263034405833794	0.422233000683048	1.59454854955035	1.57531233068744	1.20163386116965	5.57167680997093	3.98823022306046	0.650764559116902	2.09423606984577	2.06004738366994	2.44625622988956	2.44095219802964	1.48542682717024	1.49569516262407	NA	2.51096191927738	1.97085365434048	5.67525138605026	3.63575439127776	1.38956681176273	0.933572638261024	0.765534746362977	1.26303440583379	1.0071955014042	1.14404636961671	1.19534759832222	1.93357263826102	1.63226821549951	0.443606651475615	0.713695814843359	0.84799690655495	2.16992500144231	2.50589092972996	5.37190729759515	2.68257329734758	3.46988597627446	5.76261457875456	4.52105073690096	0.815575428862573	3.24488705912353	6.18010806871201
"CD109"	"CD109"	"6"	"+"	74405926	74538037	1.92599941855622	1.67807190511264	6.11623997946937	6.42794133250948	2.67129337248158	4.70099449416827	7.5618607083726	9.74763915106668	7.69272010418934	7.75248100445637	5.98777561614291	2.08406426478847	2.05658352836637	7.45926766670339	0.613531652917927	1.33342373372519	5.82553125118962	6.6700188442644	4.05484847699562	0.37851162325373	0.298658315564515	0.321928094887362	7.09971599916091	4.44095219802964	9.48970749650442	6.09508049190141	7.0698525111258	6.40275627948341	8.16877238884682	7.37608196665007	7.92706680775926	6.71080643369935	8.58357173379837	NA	7.48349335128439	5.84799690655495	8.46980459452062	7.59954096564405	2.34766565630097	4.06091204958787	5.03957710306068	7.07414146275251	1.58014548442338	1.16349873228288	3.59931779369823	4.00898878322726	5.32445060465607	3.74631276642546	5.38543103719352	5.86096279785812	6.403097261532	0.855989697308481	7.68671061310562	8.63117705570398	9.11374216604919	8.44053699814163	6.77082904603249	2.799087306074	6.00607356726189	7.39077084942262
"CD111"	"NECTIN1"	"11"	"-"	119508808	119599910	2.63226821549951	1.83995958748953	2.53106949272595	1.96716860753263	3.53605290024021	6.14628863717507	2.6959938131099	4.89675621847481	2.72465027173297	3.14730669878029	1.59454854955035	1.11769504266975	2.47248777146274	3.05484847699562	1.0071955014042	4.61882595258744	1.65992455840238	5.46858331700683	3.47248777146274	1.42223300068305	0.344828496997441	0.321928094887362	3.65420637794429	1.02147972741045	3.39917109381982	3.12267271882414	1.89530262133331	3.14404636961671	2.36176835941915	3.57167680997093	3.01256867350306	3.70376517879341	3.29278174922785	NA	1.86789646399265	3.0686708106651	2.75915583380027	2.03210084316702	2.05658352836637	3.0036022366802	4.43496176018725	2.57288966842058	4.93262815702213	1.81557542886257	0.910732661902913	1.20163386116965	2.37016428054021	0.565597175854225	2.05311133645956	1.41683974191283	2.76765479823735	2.41413553298445	5.55458885167764	3.52356195605701	2.54596836910529	3.22650852980868	3.08915913191124	1.799087306074	1.61353165291793	3.26603689399532
"CD112 (Nectin-2)"	"NECTIN2"	"19"	"+"	45349554	45392480	4.55581615506164	5.75355105460065	5.54751152364422	6.23227701026829	5.30852106219326	5.63197732023875	5.97407036702403	8.8563632750692	6.19927972133662	5.87676249078156	4.93969674069176	5.16510798514454	4.60880924267552	6.4075227099128	4.77188557851537	6.69849632031307	4.15299460549244	5.51349074558812	2.26603689399532	0.782408564927373	2.91838623444635	0.485426827170242	0.790772037862	1.09085343045111	8.6623479388146	4.23342794374847	2.5385381636298	4.89190518821193	4.68369645430652	3.56437816856506	4.38750040648098	5.03826057517535	3.5197934862411	NA	6.46401472450489	5.43362716708478	9.62078799247391	6.28706590735054	6.43962313755712	5.52356195605701	4.15704371014558	4.456149034648	5.98777561614291	5.26265865507222	3.28835856219366	3.83289001416474	5.03474394932473	3.90110824301451	5.75622271284729	5.4239142676731	4.47897180503294	4.64558638591361	6.99412711400313	6.41970742081027	7.86189334875419	6.9915218460757	6.83907778302757	5.51222688651396	4.22573765346606	6.99367436175059
"CD114"	"CSF3R"	"1"	"-"	36931644	36948915	0.704871964456353	0.941106310946431	1.50589092972996	1.0496307677246	0.748461233004036	0.748461233004036	0.855989697308481	2.95233356636969	0.545968369105292	0.575312330687437	0.505890929729957	0.722466024471091	1.13750352374994	0.933572638261024	0.790772037862	0.941106310946431	0.622930350920177	1.13093086982645	0.632268215499513	0.356143810225275	0.27500704749987	0.250961573533219	0.344828496997441	0.298658315564515	2.24488705912353	0.839959587489532	0.790772037862	1.15055967657538	0.687060688339892	1.35049724708413	0.831877241191673	1.05658352836637	0.879705766282288	NA	1.06350294230616	2.27500704749987	2.06695024392463	1.02856915219677	1.14404636961671	0.895302621333307	0.545968369105292	0.879705766282288	0.807354922057604	0.594548549550354	0.505890929729957	0.773996325111173	0.485426827170242	0.454175893185802	0.516015147003665	0.422233000683048	0.53605290024021	0.333423733725192	1.54596836910529	1.64616265715789	1.46466826700344	2.01792190799726	2.07724299893246	0.584962500721156	1.25096157353322	1.33913738491959
"CD115"	"CSF1R"	"5"	"-"	149432858	149492928	1.13750352374994	0.918386234446348	2.09761079662642	1.38956681176273	0.992768430768924	1.6959938131099	1.13093086982645	3.57410150808939	0.978195629681652	0.722466024471091	0.7311832415722	1.24488705912353	2.31614574229336	1.25701061820602	1.22032995487956	1.15055967657538	0.948600847493356	1.90689059560852	1.13750352374994	0.27500704749987	0.31034012061215	0.367371065648529	0.773996325111173	1.08406426478847	3.00180224263399	1.05658352836637	0.704871964456353	1.66448284036468	1.02147972741045	1.89530262133331	1.01435529297707	1.37851162325373	0.970853654340484	NA	1.20789285164133	2.62993940943954	2.79701297783614	1.24488705912353	1.42223300068305	0.985500430304885	0.956056652412403	1.32192809488736	2.50080205305716	0.7311832415722	0.807354922057604	0.659924558402378	0.613531652917927	0.37851162325373	0.956056652412403	0.55581615506164	0.925999418556223	0.454175893185802	2.53106949272595	2.1243281350022	1.81557542886257	2.10433665981474	1.98913900736823	0.748461233004036	1.55581615506164	1.74416109557041
"CD116"	"CSF2RA"	"X"	"+"	1387707	1444111	0.933572638261024	2.47767732756531	1.58014548442338	1.03562390973072	1.32768736417605	1.05658352836637	0.887525270741587	3.34056226902641	0.641546029087524	0.632268215499513	0.748461233004036	0.799087306074004	1.26903314645524	1.28688114778816	0.823749360308273	1.05658352836637	1.20789285164133	2.21723071622067	1.41683974191283	0.485426827170242	0.298658315564515	0.321928094887362	0.495695162624069	0.321928094887362	2.0071955014042	3.38128337250378	1.84799690655495	5.89311947583592	2.79701297783614	1.55090066464752	2.88166461932035	1.31034012061215	3.44095219802964	NA	1.70929063572336	2.58014548442338	1.80322703643493	0.985500430304885	1.23878685958712	0.863938450423971	1.13750352374994	3.30012372456901	3.77188557851537	0.985500430304885	0.584962500721156	0.565597175854225	1.05658352836637	0.594548549550354	0.622930350920177	0.879705766282288	0.485426827170242	1.48542682717024	1.67355642399014	1.72246602447109	2.72246602447109	3.50716034911752	1.86789646399265	0.895302621333307	1.34482849699744	1.36176835941915
"CD117 (c-kit)"	"KIT"	"4"	"+"	55524124	55606881	0.773996325111173	0.55581615506164	1.0496307677246	0.970853654340484	0.739848102699327	3.64270157183323	0.7311832415722	2.95419631038688	0.53605290024021	0.632268215499513	0.565597175854225	0.704871964456353	0.948600847493356	0.948600847493356	0.704871964456353	0.887525270741587	0.575312330687437	0.963474123974886	0.831877241191673	0.238786859587116	0.321928094887362	0.250961573533219	0.55581615506164	0.286881147788162	1.76977173924945	3.98367769469807	0.748461233004036	1.26303440583379	0.678071905112638	1.33342373372519	0.823749360308273	1.11769504266975	1.08406426478847	NA	0.632268215499513	1.67807190511264	1.49569516262407	1.26303440583379	1.1243281350022	0.84799690655495	0.53605290024021	0.903038270112912	0.831877241191673	0.659924558402378	0.516015147003665	0.454175893185802	0.400537929583729	0.286881147788162	1.0071955014042	0.400537929583729	0.400537929583729	0.400537929583729	1.36737106564853	1.61353165291793	1.37295209791183	2.09085343045111	1.52105073690096	0.575312330687437	1.17632277264046	1.40599235967584
"CD119 (IFN-gamma R alpha chain)"	"IFNGR1"	"6"	"-"	137518621	137540522	1.91073266190291	1.62293035092018	2.68257329734758	2.75915583380027	1.58976348698498	2.28392177230762	2.29572302453997	5.13627342985058	1.84398384404833	2.63226821549951	1.58014548442338	5.37260391520448	3.81044310384517	3.79805051476751	2.67807190511264	3.53977919169849	2.07724299893246	2.7311832415722	2.24792751344359	0.933572638261024	0.584962500721156	0.641546029087524	1.19534759832222	1.99276843076892	5.30122180533309	2.28392177230762	1.62293035092018	2.98913900736823	2.05311133645956	2.07724299893246	2.30451104180995	2.37573453858316	2.877744249949	NA	2.20789285164133	2.82781902461732	3.82273014794452	2.10097764772482	3.29130885982897	2.02502879449152	1.44360665147561	1.68257329734758	2.56803210477128	1.52606881166759	1.62760683812965	0.956056652412403	1.79493566280354	0.641546029087524	2.49569516262407	1.44360665147561	1.33913738491959	1.59454854955035	4.16751850373522	3.23112515787905	4.81198471935167	4.28095631383106	3.4032677223393	2.13422093976063	3.20476675065461	3.37573453858316
"CD11a"	"ITGAL"	"16"	"+"	30484063	30534506	0.773996325111173	0.584962500721156	0.933572638261024	0.985500430304885	0.632268215499513	0.650764559116902	0.765534746362977	3.23419472295381	0.464668267003444	0.55581615506164	0.575312330687437	0.75702324650746	0.773996325111173	0.895302621333307	0.604071323668861	0.855989697308481	0.604071323668861	0.815575428862573	5.77346892790519	3.3547342399706	0.286881147788162	2.79285535236249	0.713695814843359	0.298658315564515	1.66448284036468	0.659924558402378	0.678071905112638	0.941106310946431	0.713695814843359	1.21412480535285	0.831877241191673	1.21412480535285	0.669026765509631	NA	0.687060688339892	1	1.74416109557041	1.25096157353322	1.07724299893246	0.84799690655495	0.485426827170242	0.84799690655495	0.75702324650746	0.594548549550354	0.432959407276106	0.464668267003444	0.37851162325373	0.286881147788162	0.575312330687437	0.400537929583729	0.432959407276106	0.31034012061215	1.4905701304462	1.55090066464752	1.35049724708413	1.78659636189081	1.41142624572647	0.526068811667588	1.14404636961671	1.38404980679516
