feature	Modal chromosomal number	 # of structurally rearanged chromosomes	Numerical complexity	Numerical heterogeneity	Fraction of normal chromosomes that experience numerical heterogeneity	Fraction of abnormal chromosomes that experience numerical heterogeneity.	Structural heterogeneity	proportion of genomic gains.	proportion of genomic losses.	proportion of genomic gains and losses.	number of genomic gains.	number of genomic losses.	number of genomic gains or losses.	 Total number of amino acid changing genetic variants not in either the ESP5400 or 1000 Genomes	Total number of amino acid changing genetic variants present in either the ESP5400 or 1000 Genomes	gammaH2AX	Total_H2AX	Ratio_gX_TotX	Microsatellite instability	Pan compound response	E-cadherin (CDH1) transcript expression.	Claudin 3 (CLD3) transcript expression.	Claudin 4 (CLD4) transcript expression.	Vimentin transcript expression.	Moesin (MSN) transcript expression.	N-cadherin (CDH2) transcript expression	Fibronectin 1 (FN1)  transcript expression	SMAD4 transcript expression	SNAI1 transcript expression	AXL receptor tyrosine kinase (AXL) transcript expression (pro-migration). 	Caveolin 1 (CAV1) transcript expression (pro-migration). 	E-cadherin (CDH1) protein expression measured by antibody CDH1_21.	Vimentin protein expression.
LE:K-562	65	15	11	na	na	na	1.2	0.09	0.14	0.23	113	114	227	349	5669	 0.42 	 0.63 	 0.61 	0	0.59	-0.47	-0.58	-0.56	-0.27	0.4	-0.9	-0.73	-0.6	0.91	-0.8	-1.66	-1.809	na
LE:MOLT-4	94	4	7	7	0.3	0	0.2	0.04	0.04	0.08	37	32	69	2282	6176	 0.64 	 1.24 	 0.47 	1	0.63	-0.55	-0.74	-0.57	-0.19	0.64	0.41	-1.13	0.04	-0.51	-0.73	-1.09	-1.9	na
LE:RPMI-8226	64	22	12	4	0.22	0.23	1.2	0.12	0.14	0.26	133	80	213	342	6390	 1.66 	 0.72 	 2.07 	0	0.54	-0.39	0.75	-0.2	-1.03	-0.48	-0.21	1.62	0.76	-0.77	-1.1	-0.16	-1.697	na
LE:SR	46	4	1	1	0.22	0.25	0.2	0.03	0.04	0.08	20	22	42	184	5858	 3.18 	 0.86 	 3.32 	0	0.81	-0.82	-0.69	-0.59	0.3	0.36	-0.91	-1.05	0.82	-1.53	-1.23	-1.06	-1.425	na
ME:LOX IMVI	64	11	12	10	0.43	0.64	0.8	0.01	0.12	0.14	22	96	118	394	5550	 1.64 	 1.20 	 1.22 	NA	0.57	-0.73	-0.6	-0.6	0.65	0.3	-0.01	0.9	0.7	-1.09	0.53	0.08	-0.66	100
ME:MALME-3M	82	7	17	9	0.52	0.29	0.8	0.04	0.14	0.18	50	61	111	248	5705	 0.37 	 0.45 	 0.73 	0	-0.10	2.1	-0.71	-0.82	0.82	0.68	-1.03	0.17	0.86	-0.65	-0.98	0.42	0.425	200
ME:M14	60	12	10	14	0.52	0.42	1.2	0.05	0.04	0.09	35	14	49	868	5590	 0.38 	 0.71 	 0.48 	0	-0.05	-0.84	-0.74	-0.72	1.02	1.38	0.6	0.85	-0.06	-0.15	-1.13	0.82	-1.35	200
ME:SK-MEL-2	82	16	25	23	1	0.75	5.8	0.07	0.11	0.19	85	47	132	505	5533	 0.60 	 0.64 	 0.84 	1	-0.44	-0.6	-0.7	-0.4	0.89	0.66	-0.6	0.55	0.87	0.12	-0.28	0.33	-0.304	200
ME:SK-MEL-28	88	26	17	14	0.61	0.65	3.6	0.13	0.08	0.21	165	60	225	307	5397	 0.58 	 0.50 	 1.04 	0	-0.72	-0.67	-0.61	-0.8	0.72	0.41	-0.46	1.35	-0.31	-0.35	-1.04	-0.24	-0.87	200
ME:SK-MEL-5	100	16	27	na	na	na	7	0.12	0.08	0.20	111	33	144	343	4784	 0.60 	 0.70 	 0.78 	0	0.32	0.08	-0.62	-0.77	0.18	-0.51	-0.44	0.44	0.3	-0.42	-0.41	-0.48	-0.885	300
ME:UACC-257	70	9	12	6	0.61	0.44	0.8	0.09	0.21	0.29	89	124	213	305	4794	 0.90 	 1.04 	 0.78 	0	-0.45	1.43	-0.73	-0.86	0.41	-0.41	-0.42	1.29	0.53	-0.53	-1.15	-0.91	0.194	200
ME:UACC-62	73	9	9	17	0.78	0.77	1.3	0.03	0.17	0.20	23	43	66	552	5533	 1.04 	 1.32 	 0.71 	0	0.20	-0.69	-0.66	-0.8	0.86	0.37	0.01	0.35	-0.78	2.09	-1.06	-0.28	-1.56	200
ME:MDA-MB-435	57	24	11	1	0.08	0.21	1.1	0.09	0.03	0.12	130	42	172	936	5563	 1.22 	 1.07 	 1.02 	0	0.14	-0.8	-0.75	-0.77	0.85	0.59	0.47	-0.39	0.07	0.08	-1.05	0.2	-1.368	na
ME:MDA-N	na	na	na	na	na	na		0.09	0.00	0.09	64	11	75	895	5569				NA	0.03	-0.72	-0.73	-0.89	0.89	0.39	0.38	-0.33	-0.12	0.19	-1.02	0.09	-1.456	na
LC:A549/ATCC	62	5	10	7	0.56	0.2	0.1	0.11	0.08	0.19	113	91	204	259	5368	 0.38 	 0.87 	 0.39 	0	-0.42	0.72	-0.2	-0.7	0.05	0.12	0	-0.12	-0.31	0.21	0.66	0.29	-0.755	100
LC:EKVX	62	27	13	20	0.66	0.88	2.1	0.13	0.03	0.16	124	34	158	382	5405	 0.51 	 0.69 	 0.66 	0	-0.55	0.98	-0.23	-0.46	-0.26	0.1	1.7	-0.01	0.49	0.65	-0.11	0.04	-0.246	150
LC:HOP-62	103	19	28	22	0.87	0.36	7.1	0.04	0.08	0.12	39	31	70	461	5550	 1.80 	 1.11 	 1.46 	0	-0.40	-0.41	-0.34	0.53	0.41	0.31	0.43	0.14	-0.87	0.67	1.2	0.76	0.034	180
LC:HOP-92	94	28	25	na	na	na	1.2	0.14	0.06	0.19	97	51	148	316	5003	 2.77 	 1.41 	 1.77 	0	0.10	-0.64	-0.7	0.86	0.92	0.6	-1.05	0.65	0.4	-0.7	1	0.9	-0.338	200
LC:NCI-H226	62	17	16	18	0.74	0.17	1.2	0.06	0.12	0.18	23	85	108	164	4866	 1.06 	 1.74 	 0.55 	0	-0.47	-0.6	-0.59	-0.53	0.68	0.43	1.15	-0.15	-0.07	-0.07	0.8	0.52	0.028	100
LC:NCI-H23	57	28	12	8	0.56	0.78	3.2	0.06	0.02	0.09	61	22	83	637	5336	 0.40 	 0.32 	 1.14 	0	-0.13	-0.62	0.26	-0.47	0.29	-0.58	-0.98	-0.97	0.1	0.12	-0.32	0.03	-0.959	200
LC:NCI-H322M	47	45	17	2	0.39	0.73	1.9	0.14	0.11	0.25	113	45	158	410	4613	 1.52 	 1.49 	 0.92 	0	-0.86	1.9	-0.07	1.29	-1.87	-1.66	-0.68	-0.64	-0.8	-0.6	-0.75	-0.18	3.303	0
LC:NCI-H460	53	8	7	18	0.82	0.5	0.9	0.05	0.01	0.06	42	22	64	329	5500	 0.24 	 0.41 	 0.52 	0	0.14	-0.37	-0.5	0.29	0.06	0.55	-0.32	1.09	0.15	0.16	-0.85	-0.24	0.685	200
LC:NCI-H522	51	9	11	6	0.48	0.34	0.1	0.06	0.03	0.08	63	27	90	263	5081	 0.52 	 0.88 	 0.53 	0	0.66	-0.63	-0.37	-0.79	-0.15	-0.2	-0.88	-1.04	0.21	0.2	-0.69	-1.66	0.004	150
OV:IGROV1	85	9	9	8	0.48	0.67	1.7	0.00	0.01	0.01	2	31	33	657	4009	 0.74 	 0.85 	 0.78 	1	-0.10	-0.16	1.8	-0.7	-0.16	-0.44	-0.99	-0.76	-0.32	-0.13	-0.95	-0.57	-0.263	140
OV:OVCAR-3	69	35	13	11	0.48	0.66	0.3	0.09	0.14	0.23	176	137	313	213	5611	 0.57 	 0.83 	 0.62 	0	0.18	0.67	1.42	0.68	-1.61	-0.63	0.25	-0.68	-0.35	1.08	-0.72	-0.4	-0.001	0
OV:OVCAR-4	70	35	13	7	0.3	0.34	1.6	0.14	0.14	0.28	152	112	264	223	5199	 2.52 	 1.98 	 1.14 	0	-0.32	1.16	0.78	0.59	-1.1	0.62	-0.17	-0.67	-1.52	0.2	-0.61	-0.55	3.156	0
OV:OVCAR-5	54	15	11	2	0.08	0.15	1.2	0.13	0.09	0.22	102	58	160	192	5739	 1.00 	 0.66 	 1.35 	0	-1.11	-0.73	0.1	0.25	-0.08	-0.42	-1.07	-0.17	-0.67	-0.15	1.08	0.26	-0.451	0
OV:OVCAR-8	56	40	15	1	0	0.08	2	0.13	0.09	0.21	117	77	194	233	4249	 0.22 	 0.47 	 0.41 	0	-0.13	-0.52	-0.54	-0.71	0.35	0.05	1.04	0.84	0.86	0.26	1.16	0.45	-0.246	100
OV:SK-OV-3	84	17	6	12	0.43	0.25	1.7	0.02	0.11	0.13	89	81	170	289	4968	 0.86 	 1.32 	 0.58 	1	-0.83	-0.06	0.17	-0.62	0.51	0.49	-0.2	-0.49	1.01	-0.82	1.25	1.11	0.674	100
OV:NCI/ADR-RES	na	na	na	na	na	na		0.16	0.14	0.30	158	110	268	267	4300	 0.22 	 0.52 	 0.38 	0	-0.27	-0.51	-0.48	-0.72	0.13	-0.17	0.39	1.29	0.42	0.66	1.09	0.04	-0.453	na
PR:PC-3	87	30	14	14	0.82	0.63	2.7	0.07	0.11	0.18	142	128	270	186	5078	 0.97 	 1.13 	 0.77 	0	-0.09	-0.11	0.81	1.68	0.39	1.08	0.95	-0.15	-0.27	-0.07	0.56	0.82	-0.762	na
PR:DU-145	59	17	11	12	0.61	0.29	0.7	0.06	0.05	0.11	55	15	70	1256	4216	 0.65 	 0.61 	 0.95 	1	-0.50	0.53	0.93	-0.07	0.2	0.15	-1.02	-0.85	0.14	0.21	1.22	0.61	0.772	na
RE:786-0	83	8	20	18	0.66	0.5	1.1	0.05	0.12	0.17	46	54	100	276	5747	 1.71 	 1.34 	 1.15 	0	0.05	-0.75	-0.54	-0.35	0.93	1.26	1.21	1.2	0.47	1.42	1.03	0.78	-0.35	80
RE:A498	74	14	18	11	0.65	0.5	0.2	0.08	0.23	0.31	72	156	228	206	5500	 0.50 	 0.50 	 0.91 	0	-0.41	-0.53	-0.56	1.02	0.56	1.16	1.21	-0.91	-0.29	2.03	0.31	1.02	-0.345	200
RE:ACHN	51	1	8	8	0.3	0	0	0.08	0.04	0.12	80	27	107	143	4755	 1.05 	 1.04 	 0.91 	0	-0.05	0.1	0.52	-0.62	0.39	-0.35	0.9	0.94	0.62	-0.47	1.03	0.79	-0.668	300
RE:CAKI-1	67	11	11	17	0.82	0.36	0.4	0.11	0.09	0.19	65	45	110	177	4824	 0.49 	 0.85 	 0.52 	0	-0.03	0.05	-0.43	-0.57	0.61	0.17	0.89	1.29	0.24	1.11	0.82	0.75	-0.676	200
RE:RXF 393	58	19	16	17	0.66	0.52	2.1	0.11	0.13	0.24	128	160	288	239	5576	 0.95 	 0.37 	 2.30 	0	0.20	-0.72	-0.39	-0.11	1	0.85	1.4	1.26	0.49	0.75	0.87	0.93	-0.265	200
RE:SN12C	64	28	18	17	0.52	0.5	0.9	0.15	0.12	0.27	183	134	317	460	4668	 1.55 	 2.18 	 0.64 	0	-0.33	-0.64	-0.49	-0.69	0.25	-0.03	0.06	-0.83	0.23	-0.88	1.84	0.91	0.147	200
RE:TK-10	81	14	18	na	na	na	0.7	0.07	0.09	0.16	68	74	142	283	5181	 0.31 	 0.34 	 0.82 	0	-0.65	-0.69	0.03	0.64	1.12	0.21	1.8	1.77	1.22	0.76	0.97	0.24	-0.76	190
RE:UO-31	46	4	5	9	0.34	0.25	0.4	0.09	0.05	0.14	79	40	119	240	5680	 0.71 	 1.65 	 0.39 	0	-0.09	-0.65	-0.29	-0.15	0.46	0.01	1.4	0.68	0.33	-0.23	0.93	0.67	-0.33	200
